MSA name,Output
686.ID_101:binShort:1_left_left__REDUCED__15700-15761___15746-15780__DOTS_1,no significant pairs
687.ID_105:binShort:3_left_left__REDUCED__4714-4764___4749-4820__DOTS_1,no significant pairs
688.ID_246:binShort:2_left_left__REDUCED__9953-10010___9995-10058__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
689.ID_237:binShort:2_left_left__REDUCED__24567-24628___24613-24669__DOTS_1,no significant pairs
69.ID_683_left__REDUCED__1115-1182___1134-1224__DOTS_1,no significant pairs
690.ID_279:binShort:2_left_left__REDUCED__3074-3107___3092-3152__DOTS_1,no significant pairs
691.ID_118:binShort:1_left_left__REDUCED__13571-13619___13604-13675__DOTS_1,no significant pairs
692.ID_257:binShort:2_left_left__REDUCED__17500-17575___17560-17601__DOTS_1,no significant pairs
693.ID_241:binShort:3_left_left__REDUCED__9131-9198___9183-9248__DOTS_1,no significant pairs
694.ID_2:binShort:4_left_left__REDUCED__29407-29480___29465-29537__DOTS_1,no significant pairs
695.ID_267:binShort:4_left_left__REDUCED__800-881___866-946__DOTS_1,no significant pairs
696.ID_67:binShort:2_left_left__REDUCED__5119-5167___5152-5214__DOTS_1,no significant pairs
697.ID_59:binShort:1_left_left__REDUCED__17295-17349___17334-17389__DOTS_1,no significant pairs
698.ID_245:binShort:1_left_left__REDUCED__26911-26965___26950-27012__DOTS_1,no significant pairs
699.ID_285:binShort:3_left_left__REDUCED__7632-7707___7692-7746__DOTS_1,no significant pairs
7.ID_15:binShort:2_left_left__REDUCED__29707-29796___29712-29799__DOTS_1,no significant pairs
70.ID_264_left__REDUCED__4759-4830___4782-4856__DOTS_1,no significant pairs
700.ID_15:binShort:4_left_left__REDUCED__8331-8412___8397-8472__DOTS_1,no significant pairs
701.ID_91:binShort:4_left_left__REDUCED__10145-10191___10176-10229__DOTS_1,no significant pairs
702.ID_105:binShort:2_left_left__REDUCED__27349-27388___27373-27423__DOTS_1,no significant pairs
703.ID_360:binShort:1_left_left__REDUCED__27559-27643___27628-27667__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
704.ID_45:binShort:3_left_left__REDUCED__1650-1727___1712-1769__DOTS_1,no significant pairs
705.ID_92:binShort:2_left_left__REDUCED__3739-3800___3785-3840__DOTS_1,no significant pairs
706.ID_49:binShort:3_left_left__REDUCED__9881-9937___9922-9990__DOTS_1,no significant pairs
707.ID_88:binShort:2_left_left__REDUCED__13949-14006___13991-14077__DOTS_1,no significant pairs
708.ID_11:binShort:2_left_left__REDUCED__19218-19269___19254-19324__DOTS_1,no significant pairs
709.ID_47:binShort:2_left_left__REDUCED__21959-22006___21991-22054__DOTS_1,no significant pairs
71.ID_110:binShort:1_left_left__REDUCED__3957-4048___4000-4065__DOTS_1,no significant pairs
710.ID_528_left__REDUCED__12103-12159___12145-12201__DOTS_1,no significant pairs
711.ID_643_left__REDUCED__7604-7660___7646-7711__DOTS_1,no significant pairs
712.ID_734_left__REDUCED__18451-18521___18507-18565__DOTS_1,no significant pairs
713.ID_654_left__REDUCED__20122-20180___20166-20222__DOTS_1,no significant pairs
714.ID_815_left__REDUCED__26202-26243___26229-26313__DOTS_1,no significant pairs
715.ID_650:binShort:3_left_left__REDUCED__29374-29413___29399-29463__DOTS_1,no significant pairs
716.ID_465:binShort:2_left_left__REDUCED__28526-28583___28569-28614__DOTS_1,no significant pairs
717.ID_478:binShort:2_left_left__REDUCED__8662-8708___8694-8766__DOTS_1,no significant pairs
718.ID_484_left__REDUCED__17257-17316___17302-17365__DOTS_1,no significant pairs
719.ID_744:binShort:1_left_left__REDUCED__15327-15406___15392-15445__DOTS_1,no significant pairs
72.ID_146:binShort:3_left_left__REDUCED__12922-12993___12945-13023__DOTS_1,no significant pairs
720.ID_1035_left__REDUCED__12948-13020___13006-13048__DOTS_1,no significant pairs
721.ID_634_left__REDUCED__27677-27730___27716-27770__DOTS_1,no significant pairs
722.ID_781_left__REDUCED__21104-21185___21171-21238__DOTS_1,no significant pairs
723.ID_939_left__REDUCED__18795-18861___18847-18914__DOTS_1,no significant pairs
724.ID_986_left__REDUCED__5071-5133___5119-5186__DOTS_1,no significant pairs
725.ID_437:binShort:3_left_left__REDUCED__15363-15435___15421-15493__DOTS_1,no significant pairs
726.ID_386:binShort:1_left_left__REDUCED__1423-1483___1469-1533__DOTS_1,no significant pairs
727.ID_234:binShort:2_left_left__REDUCED__16286-16347___16333-16388__DOTS_1,no significant pairs
728.ID_269:binShort:4_left_left__REDUCED__5654-5716___5702-5745__DOTS_1,no significant pairs
729.ID_296:binShort:2_left_left__REDUCED__24732-24787___24773-24819__DOTS_1,no significant pairs
73.ID_10:binShort:2_left_left__REDUCED__27167-27225___27177-27256__DOTS_1,no significant pairs
730.ID_129:binShort:2_left_left__REDUCED__9899-9955___9941-10000__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
731.ID_330:binShort:2_left_left__REDUCED__28978-29023___29009-29087__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
732.ID_349:binShort:2_left_left__REDUCED__14535-14581___14567-14639__DOTS_1,no significant pairs
733.ID_225:binShort:1_left_left__REDUCED__19776-19818___19804-19872__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
734.ID_50:binShort:4_left_left__REDUCED__24837-24891___24877-24935__DOTS_1,no significant pairs
735.ID_167:binShort:4_left_left__REDUCED__28332-28419___28405-28455__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
736.ID_260:binShort:3_left_left__REDUCED__25099-25145___25131-25187__DOTS_1,no significant pairs
737.ID_40:binShort:3_left_left__REDUCED__25272-25315___25301-25356__DOTS_1,no significant pairs
738.ID_124:binShort:3_left_left__REDUCED__28982-29021___29007-29073__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
739.ID_389:binShort:2_left_left__REDUCED__861-920___906-1002__DOTS_1,no significant pairs
74.ID_504_left__REDUCED__20606-20666___20619-20699__DOTS_1,no significant pairs
740.ID_262:binShort:2_left_left__REDUCED__1894-1969___1955-1990__DOTS_1,no significant pairs
741.ID_213:binShort:2_left_left__REDUCED__9995-10075___10061-10112__DOTS_1,no significant pairs
742.ID_301:binShort:2_left_left__REDUCED__12480-12531___12517-12577__DOTS_1,no significant pairs
743.ID_236:binShort:2_left_left__REDUCED__11464-11507___11493-11539__DOTS_1,no significant pairs
744.ID_26:binShort:1_left_left__REDUCED__11464-11512___11498-11540__DOTS_1,no significant pairs
745.ID_250:binShort:1_left_left__REDUCED__19452-19520___19506-19563__DOTS_1,no significant pairs
746.ID_522:binShort:2_left_left__REDUCED__1489-1569___1555-1610__DOTS_1,no significant pairs
747.ID_280:binShort:2_left_left__REDUCED__6034-6095___6081-6128__DOTS_1,no significant pairs
748.ID_248:binShort:3_left_left__REDUCED__6294-6346___6332-6375__DOTS_1,no significant pairs
749.ID_314:binShort:2_left_left__REDUCED__7906-7961___7947-7986__DOTS_1,no significant pairs
75.ID_372:binShort:3_left_left__REDUCED__12010-12087___12040-12106__DOTS_1,no significant pairs
750.ID_56:binShort:1_left_left__REDUCED__16775-16823___16809-16865__DOTS_1,no significant pairs
751.ID_258:binShort:2_left_left__REDUCED__26833-26906___26892-26968__DOTS_1,no significant pairs
752.ID_82:binShort:3_left_left__REDUCED__1754-1812___1798-1874__DOTS_1,no significant pairs
753.ID_224:binShort:1_left_left__REDUCED__9105-9187___9173-9233__DOTS_1,no significant pairs
754.ID_25:binShort:3_left_left__REDUCED__9212-9285___9271-9305__DOTS_1,no significant pairs
755.ID_240:binShort:3_left_left__REDUCED__17387-17428___17414-17471__DOTS_1,no significant pairs
756.ID_227:binShort:1_left_left__REDUCED__19106-19171___19157-19216__DOTS_1,no significant pairs
757.ID_287:binShort:2_left_left__REDUCED__4854-4923___4909-4984__DOTS_1,no significant pairs
758.ID_55:binShort:1_left_left__REDUCED__19860-19922___19908-19970__DOTS_1,no significant pairs
759.ID_39:binShort:2_left_left__REDUCED__1955-2016___2002-2058__DOTS_1,no significant pairs
76.ID_217:binShort:2_left_left__REDUCED__8676-8759___8712-8785__DOTS_1,no significant pairs
760.ID_14:binShort:3_left_left__REDUCED__3810-3875___3861-3902__DOTS_1,no significant pairs
761.ID_32:binShort:4_left_left__REDUCED__19690-19753___19739-19783__DOTS_1,no significant pairs
762.ID_153:binShort:4_left_left__REDUCED__21139-21179___21165-21242__DOTS_1,no significant pairs
763.ID_62_left__REDUCED__18759-18982___18969-19063__DOTS_1,no significant pairs
764.ID_530_left__REDUCED__14032-14130___14117-14178__DOTS_1,no significant pairs
765.ID_656_left__REDUCED__4568-4625___4612-4679__DOTS_1,no significant pairs
766.ID_514_left__REDUCED__10645-10722___10709-10758__DOTS_1,no significant pairs
767.ID_714_left__REDUCED__28923-28995___28982-29069__DOTS_1,no significant pairs
768.ID_294_left__REDUCED__5229-5290___5277-5330__DOTS_1,no significant pairs
769.ID_282:binShort:2_left_left__REDUCED__28828-28897___28884-28946__DOTS_1,no significant pairs
77.ID_507_left__REDUCED__9159-9243___9197-9277__DOTS_1,no significant pairs
770.ID_572:binShort:3_left_left__REDUCED__3518-3567___3554-3611__DOTS_1,no significant pairs
771.ID_541_left__REDUCED__11946-11990___11977-12053__DOTS_1,no significant pairs
772.ID_782_left__REDUCED__5782-5827___5814-5872__DOTS_1,no significant pairs
773.ID_511:binShort:2_left_left__REDUCED__1808-1850___1837-1915__DOTS_1,no significant pairs
774.ID_459:binShort:2_left_left__REDUCED__24013-24078___24065-24110__DOTS_1,no significant pairs
775.ID_639:binShort:3_left_left__REDUCED__20629-20682___20669-20711__DOTS_1,no significant pairs
776.ID_927_left__REDUCED__20071-20125___20112-20170__DOTS_1,no significant pairs
777.ID_427:binShort:1_left_left__REDUCED__27552-27616___27603-27668__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
778.ID_82:binShort:1_left_left__REDUCED__22805-22871___22858-22912__DOTS_1,no significant pairs
779.ID_537:binShort:3_left_left__REDUCED__12711-12767___12754-12812__DOTS_1,no significant pairs
78.ID_98:binShort:3_left_left__REDUCED__12425-12502___12456-12520__DOTS_1,no significant pairs
780.ID_387:binShort:3_left_left__REDUCED__12667-12722___12709-12763__DOTS_1,no significant pairs
781.ID_161:binShort:2_left_left__REDUCED__15121-15191___15178-15229__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
782.ID_200:binShort:3_left_left__REDUCED__15306-15376___15363-15433__DOTS_1,no significant pairs
783.ID_236:binShort:1_left_left__REDUCED__26989-27066___27053-27107__DOTS_1,no significant pairs
784.ID_168:binShort:3_left_left__REDUCED__1853-1938___1925-1984__DOTS_1,no significant pairs
785.ID_327:binShort:2_left_left__REDUCED__8903-8962___8949-8995__DOTS_1,no significant pairs
786.ID_339:binShort:3_left_left__REDUCED__14986-15065___15052-15110__DOTS_1,no significant pairs
787.ID_37:binShort:2_left_left__REDUCED__16491-16558___16545-16591__DOTS_1,no significant pairs
788.ID_403:binShort:2_left_left__REDUCED__17425-17474___17461-17524__DOTS_1,no significant pairs
789.ID_55:binShort:3_left_left__REDUCED__1018-1090___1077-1148__DOTS_1,no significant pairs
79.ID_24:binShort:1_left_left__REDUCED__8464-8541___8495-8569__DOTS_1,no significant pairs
790.ID_91:binShort:3_left_left__REDUCED__14778-14836___14823-14895__DOTS_1,no significant pairs
791.ID_99:binShort:1_left_left__REDUCED__15352-15428___15415-15453__DOTS_1,no significant pairs
792.ID_256:binShort:1_left_left__REDUCED__8905-8956___8943-9006__DOTS_1,no significant pairs
793.ID_205:binShort:3_left_left__REDUCED__18023-18074___18061-18114__DOTS_1,no significant pairs
794.ID_183:binShort:4_left_left__REDUCED__4988-5067___5054-5099__DOTS_1,no significant pairs
795.ID_171:binShort:1_left_left__REDUCED__5250-5310___5297-5355__DOTS_1,no significant pairs
796.ID_182:binShort:1_left_left__REDUCED__16390-16437___16424-16464__DOTS_1,no significant pairs
797.ID_510:binShort:1_left_left__REDUCED__17389-17436___17423-17486__DOTS_1,no significant pairs
798.ID_18:binShort:3_left_left__REDUCED__18187-18243___18230-18322__DOTS_1,no significant pairs
799.ID_527:binShort:3_left_left__REDUCED__21952-22001___21988-22060__DOTS_1,no significant pairs
8.ID_34:binShort:2_left_left__REDUCED__12237-12328___12244-12347__DOTS_1,no significant pairs
80.ID_105:binShort:1_left_left__REDUCED__15978-16061___16015-16096__DOTS_1,no significant pairs
800.ID_225:binShort:2_left_left__REDUCED__8409-8468___8455-8510__DOTS_1,no significant pairs
801.ID_15:binShort:3_left_left__REDUCED__11184-11224___11211-11290__DOTS_1,no significant pairs
802.ID_108:binShort:4_left_left__REDUCED__11810-11859___11846-11887__DOTS_1,no significant pairs
803.ID_21:binShort:3_left_left__REDUCED__29174-29241___29228-29301__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
804.ID_500_left__REDUCED__1029-1245___1233-1305__DOTS_1,no significant pairs
805.ID_656:binShort:1_left_left__REDUCED__29697-29730___29718-29785__DOTS_1,no significant pairs
806.ID_505_left__REDUCED__26202-26252___26240-26320__DOTS_1,------------BASE-PAIRS IDENTIFIED - SEE TABLE OF SUGGESTED CO-VARYING POSITIONS------------
807.ID_485_left__REDUCED__6331-6381___6369-6439__DOTS_1,no significant pairs
808.ID_872_left__REDUCED__7978-8031___8019-8091__DOTS_1,no significant pairs
809.ID_745_left__REDUCED__19813-19895___19883-19925__DOTS_1,no significant pairs
81.ID_522_left__REDUCED__4475-4557___4512-4590__DOTS_1,no significant pairs
810.ID_648:binShort:2_left_left__REDUCED__6502-6553___6541-6589__DOTS_1,no significant pairs
811.ID_503_left__REDUCED__24722-24753___24741-24796__DOTS_1,no significant pairs
812.ID_506:binShort:3_left_left__REDUCED__3432-3499___3487-3545__DOTS_1,no significant pairs
813.ID_536_left__REDUCED__29360-29390___29378-29445__DOTS_1,no significant pairs
814.ID_877_left__REDUCED__29144-29193___29181-29265__DOTS_1,no significant pairs
815.ID_536:binShort:1_left_left__REDUCED__25114-25177___25165-25215__DOTS_1,no significant pairs
816.ID_843_left__REDUCED__18694-18748___18736-18798__DOTS_1,no significant pairs
817.ID_44:binShort:4_left_left__REDUCED__14540-14607___14595-14647__DOTS_1,no significant pairs
818.ID_356:binShort:1_left_left__REDUCED__15819-15864___15852-15906__DOTS_1,no significant pairs
819.ID_374:binShort:2_left_left__REDUCED__10066-10116___10104-10174__DOTS_1,no significant pairs
82.ID_263_left__REDUCED__26746-26821___26776-26858__DOTS_1,no significant pairs
820.ID_511:binShort:1_left_left__REDUCED__16014-16078___16066-16115__DOTS_1,no significant pairs
821.ID_354:binShort:2_left_left__REDUCED__14378-14429___14417-14482__DOTS_1,no significant pairs
822.ID_220:binShort:4_left_left__REDUCED__29372-29409___29397-29471__DOTS_1,no significant pairs
823.ID_371:binShort:2_left_left__REDUCED__4594-4673___4661-4716__DOTS_1,no significant pairs
824.ID_135:binShort:1_left_left__REDUCED__5438-5486___5474-5544__DOTS_1,no significant pairs
825.ID_561:binShort:3_left_left__REDUCED__12834-12890___12878-12955__DOTS_1,no significant pairs
826.ID_349:binShort:1_left_left__REDUCED__19968-20026___20014-20079__DOTS_1,no significant pairs
827.ID_483:binShort:1_left_left__REDUCED__24014-24075___24063-24108__DOTS_1,no significant pairs
828.ID_453:binShort:2_left_left__REDUCED__12046-12106___12094-12140__DOTS_1,no significant pairs
829.ID_270:binShort:3_left_left__REDUCED__13972-14041___14029-14082__DOTS_1,no significant pairs
83.ID_898_left__REDUCED__1392-1464___1419-1502__DOTS_1,no significant pairs
830.ID_389:binShort:3_left_left__REDUCED__17668-17731___17719-17775__DOTS_1,no significant pairs
831.ID_526:binShort:3_left_left__REDUCED__5637-5681___5669-5729__DOTS_1,no significant pairs
832.ID_132:binShort:1_left_left__REDUCED__20282-20345___20333-20386__DOTS_1,no significant pairs
833.ID_414:binShort:2_left_left__REDUCED__19453-19522___19510-19559__DOTS_1,no significant pairs
834.ID_680:binShort:3_left_left__REDUCED__958-1057___1045-1120__DOTS_1,no significant pairs
835.ID_496:binShort:2_left_left__REDUCED__10087-10135___10123-10183__DOTS_1,no significant pairs
836.ID_288:binShort:3_left_left__REDUCED__13572-13621___13609-13685__DOTS_1,no significant pairs
837.ID_185:binShort:4_left_left__REDUCED__18475-18541___18529-18583__DOTS_1,no significant pairs
838.ID_319:binShort:1_left_left__REDUCED__8140-8206___8194-8260__DOTS_1,no significant pairs
839.ID_165:binShort:2_left_left__REDUCED__13801-13863___13851-13898__DOTS_1,no significant pairs
84.ID_933_left__REDUCED__2402-2463___2418-2511__DOTS_1,no significant pairs
840.ID_282:binShort:3_left_left__REDUCED__4257-4302___4290-4342__DOTS_1,no significant pairs
841.ID_36:binShort:3_left_left__REDUCED__20011-20081___20069-20120__DOTS_1,no significant pairs
842.ID_33:binShort:2_left_left__REDUCED__20108-20165___20153-20203__DOTS_1,no significant pairs
843.ID_128:binShort:2_left_left__REDUCED__22356-22418___22406-22461__DOTS_1,no significant pairs
844.ID_40:binShort:1_left_left__REDUCED__1468-1539___1527-1578__DOTS_1,no significant pairs
845.ID_480:binShort:1_left_left__REDUCED__4526-4586___4574-4630__DOTS_1,no significant pairs
846.ID_111:binShort:4_left_left__REDUCED__8461-8529___8517-8580__DOTS_1,no significant pairs
847.ID_154:binShort:1_left_left__REDUCED__12543-12606___12594-12636__DOTS_1,no significant pairs
848.ID_256:binShort:2_left_left__REDUCED__20521-20584___20572-20628__DOTS_1,no significant pairs
849.ID_175:binShort:2_left_left__REDUCED__26921-26978___26966-27037__DOTS_1,no significant pairs
85.ID_871_left__REDUCED__5460-5527___5482-5563__DOTS_1,no significant pairs
850.ID_230:binShort:2_left_left__REDUCED__3657-3711___3699-3771__DOTS_1,no significant pairs
851.ID_209:binShort:4_left_left__REDUCED__6046-6105___6093-6138__DOTS_1,no significant pairs
852.ID_410:binShort:3_left_left__REDUCED__8738-8815___8803-8839__DOTS_1,no significant pairs
853.ID_418:binShort:4_left_left__REDUCED__17972-18041___18029-18079__DOTS_1,no significant pairs
854.ID_325:binShort:4_left_left__REDUCED__1690-1774___1762-1803__DOTS_1,no significant pairs
855.ID_8:binShort:1_left_left__REDUCED__4367-4408___4396-4457__DOTS_1,no significant pairs
856.ID_102:binShort:2_left_left__REDUCED__7032-7085___7073-7151__DOTS_1,no significant pairs
